ID,COUNTRY_NAME,ISO2,SITE_NAME,LATITUDE,LONGITUDE,VECTOR_SPECIES_COMPLEX,VECTOR_SPECIES,STAGE,YEAR_START,MONTH_START,YEAR_END,MONTH_END,SAMPLING_METHOD,MOSQUITO_NUMBER,BREEDING_HABITAT,ID_METHOD,CITATION,CITATION_URL,DATA_CURATOR,INVASIVE_STATUS
1093,Djibouti,DJ,Sheraton Hotel - Djibouti City (ML2),11.602000,43.157000,An. stephensi s.l.,NR,NR,2013,AUGUST,2013,AUGUST,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1094,Djibouti,DJ,Sheraton Hotel - Djibouti City (ML2),11.602000,43.157000,An. stephensi s.l.,NR,NR,2013,SEPTEMBER,2013,SEPTEMBER,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1095,Djibouti,DJ,Sheraton Hotel - Djibouti City (ML2),11.602000,43.157000,An. stephensi s.l.,NR,NR,2013,OCTOBER,2013,OCTOBER,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1096,Djibouti,DJ,Sheraton Hotel - Djibouti City (ML2),11.602000,43.157000,An. stephensi s.l.,NR,NR,2013,NOVEMBER,2013,NOVEMBER,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1103,Djibouti,DJ,Sheraton Hotel - Djibouti City (ML2),11.602000,43.157000,An. stephensi s.l.,NR,NR,2014,JANUARY,2014,JANUARY,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1085,Djibouti,DJ,Plateau du Héron - Djibouti City (ML1),11.622000,43.151000,An. stephensi s.l.,NR,NR,2013,FEBRUARY,2013,FEBRUARY,NR,NR,NR,morphology,"Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1086,Djibouti,DJ,Plateau du Héron - Djibouti City (ML1),11.622000,43.151000,An. stephensi s.l.,NR,NR,2013,FEBRUARY,2013,MARCH,NR,NR,NR,morphology,"Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1102,Djibouti,DJ,Plateau du Héron - Djibouti City (ML1),11.622000,43.151000,An. stephensi s.l.,NR,NR,2014,JANUARY,2014,JANUARY,NR,NR,NR,morphology,"Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1097,Djibouti,DJ,military airport area - Djibouti City (ML4),11.548000,43.169000,An. stephensi s.l.,NR,NR,2013,APRIL,2013,APRIL,NR,NR,NR,morphology,"Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1098,Djibouti,DJ,military airport area - Djibouti City (ML4),11.548000,43.169000,An. stephensi s.l.,NR,NR,2013,NOVEMBER,2013,NOVEMBER,NR,NR,NR,morphology,"Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1084,Djibouti,DJ,Djibouti animal export and quarantine station  (ML6),11.479000,43.233000,An. stephensi s.l.,NR,NR,2012,SEPTEMBER,2012,SEPTEMBER,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1099,Djibouti,DJ,Djibouti animal export and quarantine station  (ML6),11.479000,43.233000,An. stephensi s.l.,NR,NR,2013,SEPTEMBER,2013,SEPTEMBER,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1104,Djibouti,DJ,Djibouti animal export and quarantine station  (ML6),11.479000,43.233000,An. stephensi s.l.,NR,NR,2018,NOVEMBER,2013,NOVEMBER,NR,NR,NR,"morphology, DNA sequencing","Faulde et al (2014). First record of the Asian malaria vector Anopheles stephensi and its possible role in the resurgence of malaria in Djibouti, Horn of Africa. Acta Trop. 139:39-43",https://www.ncbi.nlm.nih.gov/pubmed/25004439," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1122,Ethiopia,ET,Dire Dawa,9.110000,41.148333,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,2018,AUGUST,2018,NOVEMBER,Larval and pupae sampling and PSC,280,"Construction water storage reservoirs, steel drums, water tanks and temporary storage reservoirs","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1116,Ethiopia,ET,Kebridehar,6.127222,44.054722,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,2018,AUGUST,2018,NOVEMBER,Larval and pupae sampling and PSC,703,Berkat,"morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1120,Ethiopia,ET,Gewane,10.035000,40.112778,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,2018,AUGUST,2018,NOVEMBER,"Larval and pupae sampling, CDC light traps and PSC",109,"Construction water storage reservoirs, discarded tires, steel drums, water tanks, discarded vehicle parts and broken buckets","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1119,Ethiopia,ET,Semera,11.142778,41.002222,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,2018,AUGUST,2018,NOVEMBER,"Larval and pupae sampling, CDC light traps and PSC",299,"Construction water storage reservoirs, discarded tires, water tanks and  Birkas","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1121,Ethiopia,ET,Awash Sebat Kilo,8.174722,40.034444,An. stephensi s.l.,NR,INMATURE STAGES,2018,AUGUST,2018,NOVEMBER,Larval and pupae sampling,26,Construction water storage reservoirs,"morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1114,Ethiopia,ET,Jigjiga,9.064167,42.142500,An. stephensi s.l.,NR,INMATURE STAGES,2018,AUGUST,2018,NOVEMBER,Larval and pupae sampling,18,"Temporary water
storage reservoirs and Birkas","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1112,Ethiopia,ET,Kebri Dehar town,6.735000,44.277000,An. stephensi s.l.,NR,NR,2016,NOVEMBER,2016,DECEMBER,NR,NR,NR,"morphology, DNA sequencing","Tamar E.Carter et al. (2018). First detection of Anopheles stephensi Liston, 1901 (Diptera: culicidae) in Ethiopia using molecular and morphological approaches. Acta Trop. 188:180-186",https://www.ncbi.nlm.nih.gov/pubmed/30189199," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",
1126,Ethiopia,ET,Zeway (Batu),7.933333,38.716667,An. stephensi s.l.,NR,INMATURE STAGES,2019,SEPTEMBER,2019,SEPTEMBER,,17,natural and artificial breeding habitats,morphology,U.S. President's Malaria Initiative,,World Health Organization,
1115,Ethiopia,ET,Erer Gota,9.098889,41.073333,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,2018,AUGUST,2018,NOVEMBER,Larval and pupae sampling and PSC,143,"Water tanks, temporary water
storage reservoirs and abandoned
car wash","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1117,Ethiopia,ET,Godey,5.163611,43.098056,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,2018,AUGUST,2018,NOVEMBER,Larval and pupae sampling and PSC,342,"Temporary water
storage reservoirs and Birkas","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1118,Ethiopia,ET,Degehabur,8.039722,43.099444,An. stephensi s.l.,NR,INMATURE AND ADULT STAGES,2018,AUGUST,2018,NOVEMBER,"Larval and pupae sampling, CDC light traps and PSC",180,"Temporary water
storage reservoirs and Birkas","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1123,Ethiopia,ET,Bati,11.042222,40.004722,An. stephensi s.l.,NR,INMATURE STAGES,2018,AUGUST,2018,NOVEMBER,Larval and pupae sampling,135,"Construction water storage reservoirs, discarded tires, steel drums, water tanks and temporary water reservoirs","morphology with a subset identified by PCR endpoint assay utilizing the internal transcribed spacer
2 (ITS2) locus and sequencing portions of ITS2 and cytochrome c oxidase subunit 1 (cox1)","Balkew, M., Mumba, P., Dengela, D. et al. (2020) Geographical distribution of Anopheles stephensi in eastern Ethiopia. Parasites Vectors 13, 35",https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-3904-y,World Health Organization,
1124,Ethiopia,ET,Metehara,8.900000,39.916667,An. stephensi s.l.,NR,INMATURE STAGES,2019,AUGUST,2019,AUGUST,,327,natural and artificial breeding habitats,morphology,U.S. President's Malaria Initiative,,World Health Organization,
1125,Ethiopia,ET,Meki,8.150000,38.816667,An. stephensi s.l.,NR,INMATURE STAGES,2019,SEPTEMBER,2019,SEPTEMBER,,86,natural and artificial breeding habitats,morphology,U.S. President's Malaria Initiative,,World Health Organization,
382,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,JANUARY,1990,JANUARY,larval collection,49,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
383,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,FEBRUARY,1990,FEBRUARY,larval collection,38,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
384,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,MARCH,1990,MARCH,larval collection,32,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
385,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,APRIL,1990,APRIL,larval collection,49,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
386,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,MAY,1990,MAY,larval collection,102,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
387,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,JUNE,1990,JUNE,larval collection,208,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
388,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,JULY,1990,JULY,larval collection,87,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
389,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,AUGUST,1990,AUGUST,larval collection,34,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
390,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,SEPTEMBER,1990,SEPTEMBER,larval collection,38,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
391,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,OCTOBER,1990,OCTOBER,larval collection,36,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
392,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,NOVEMBER,1990,NOVEMBER,larval collection,32,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
393,India,IN,Panaji,15.492000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1990,DECEMBER,1990,DECEMBER,larval collection,42,NR,morphology,"Kumar, A. and Thavaselvam, D. (1992).  Breeding habitats and their contribution to  Anopheles stephensi in Panaji. Indian Journal of Malariology, 29(1):35-40",https://www.ncbi.nlm.nih.gov/pubmed/1459298," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
394,India,IN,Panaji,15.493000,73.817000,An. stephensi s.l.,NR,INMATURE STAGES,1991,APRIL,1992,FEBRUARY,larval collection,NR,NR,morphology,"Kumar, A., Sharma, V.P., Thavaselvam, D. and Sumodan, P.K. (1995).  Control of  Anopheles stephensi breeding in construction sites and abandoned overhead tanks with  Bacillus  thuringiensis var.  israelensis. Journal of the American Mosquito Control Association, 11(1):86-9",https://www.ncbi.nlm.nih.gov/pubmed/7616196," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
437,India,IN,Panaji,15.516700,73.866700,An. stephensi s.l.,NR,NR,1991,AUGUST,1992,FEBRUARY,NR,NR,NR,NR,"Thavaselvam, D., Kumar, A. and Sumodan, P.K. (1993).  Insecticide susceptibility status of  Anopheles stephensi,  Culex quinquefasciatus and  Aedes aegypti in Panaji, Goa. Indian Journal of Malariology, 30(2):75-9",https://www.ncbi.nlm.nih.gov/pubmed/8405597," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
1069,India,IN,Panaji,15.491600,73.821000,An. stephensi s.l.,NR,NR,2013,MAY,2015,APRIL,NR,142,NR,morphology,"Kumar, A, Hosmani, R, Jadhav, S, de Sousa, T, Mohanty, A, Naik, M, Shettigar, A, Kale, S, Valecha, N, Chery, L and Rathod, PK. (2016).   Anopheles subpictus carry human malaria parasites in an urban area of Western India and may facilitate perennial malaria transmission. Malaria Journal, 15(1):124",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4769513/," Predicting the expansion range of Anopheles stephensi and identifying the urban populations at risk, PNAS, DOI. 10.1073/pnas.2003976117ct",native
